;X;Y;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;wikipedia
32297;258833.93514482697;6252416.652504749;clothes;Patrizia Pepe Firenze;;;;;;75056;Paris;shopping;;;;
32317;261519.9305330118;6251954.750827805;mall;Passage du Grand-Cerf;;yes;;;;75056;Paris;shopping;;;;
32359;262663.1061663336;6252340.902420021;clothes;Beaubien;;;;+33 9 80 36 00 72;https://beaubienstore.com/;75056;Paris;shopping;;;;
32377;263442.0406388054;6245071.5468268385;mall;Galerie Oslo;Mo-Sa 08:00-21:30;;;;;75056;Paris;shopping;;;;
32382;261380.07442299015;6251483.325370746;clothes;LUI.JO;Mo-Sa 10:00-20:00;yes;;;;75056;Paris;shopping;;;;
32392;261827.64923409894;6254829.329378637;clothes;The African Fashion Shop TAFS;;;;;;75056;Paris;shopping;;;;
32403;258422.60575344836;6251421.091031219;art;Galerie J. Kugel;Mo-Sa 10:00-13:00, 14:30-18:30;;;;;75056;Paris;shopping;;;;
32426;258348.21670160283;6247943.144557994;clothes;Sweet pants;;yes;;;;75056;Paris;shopping;;;;
32429;258375.18463805708;6247807.772849328;gift;Image in' air;;yes;;;;75056;Paris;shopping;;;;
32433;258362.6742501101;6247847.175058;shoes;Havaianas;;yes;;;;75056;Paris;shopping;;;;
32436;258338.689577586;6247877.976862534;tea;Kusmi tea;;yes;;;;75056;Paris;shopping;;;;
32440;258392.6075797955;6247887.271083845;gift;Little extra;;yes;;;https://www.little-extra.fr;75056;Paris;shopping;;;;
32448;261340.780349387;6251478.944100614;cosmetics;Sephora Canopée;"Mo-Sa 10:00-20:30; Su 11:00-19:00";;;;https://www.sephora.fr/;75056;Paris;shopping;;;;
32450;261269.77066096285;6251382.0782037005;shoes;New Balance;"Mo-Sa 10:00-20:00; Su 11:00-19:00";;;;https://www.newbalance.fr/;75056;Paris;shopping;;;;
32476;259600.00486905247;6252926.785915854;tea;Tekoe;;;;;;75056;Paris;shopping;;;;
32515;259449.4533808992;6253343.035668366;department_store;Galerie Lafayette Maison / Gourmet;"Mo-Sa 09:30-20:30; Su 11:00-19:00";;;;;75056;Paris;shopping;;;;
32516;259615.34847253186;6253446.674342334;department_store;Galeries Lafayette Haussmann;"Mo-Sa 09:30-20:30; Su 11:00-19:00";yes;;;;75056;Paris;shopping;;;;
32519;259442.9107895731;6253473.073138757;department_store;Galeries Lafayette Homme;"Mo-Sa 09:30-20:30; Su 11:00-19:00";;;;;75056;Paris;shopping;;;;
32526;259115.5456718336;6253565.238418348;department_store;Printemps Beauté / Maison / Enfant;;yes;;;;75056;Paris;shopping;;;;
32530;256272.89706367385;6252021.942365283;shoes;Sartore;;;;;;75056;Paris;shopping;;;;
32531;260337.1634549537;6254354.688144316;clothes;L'Oeuf;;;;;;75056;Paris;shopping;;;;
32535;256375.13386541992;6250680.406475876;clothes;Atelier Pivoine;;;;;;75056;Paris;shopping;;;;
32574;258335.90887192823;6247880.020816255;clothes;Kaporal;;;;;;75056;Paris;shopping;;;;
32580;264467.1125920535;6248530.480149681;cosmetics;L'Occitanie en Provence;;;;;;75056;Paris;shopping;;;;
32625;262173.82028266665;6245878.171335451;mall;Centre commercial Italie 2;;yes;;;;75056;Paris;shopping;;;;
32666;258782.58979954856;6245795.040433523;jewelry;Bijouterie Joaly;;;;+33 1 41 95 55 18;http://www.joaly.fr;75056;Paris;shopping;;;;
32688;254178.37371217128;6252246.124596136;mall;Centre Commercial des Belles Feuilles;Mo-Sa 10:00-19:30;;;;https://www.centre-les-belles-feuilles.com;75056;Paris;shopping;;;;
32703;253764.89998269436;6250653.403129873;department_store;Passy Plaza;;yes;;;;75056;Paris;shopping;;;;
32737;263394.0045135854;6246149.001510778;wayside_shrine;Georges Lachambre;;;;;;75056;Paris;patrimoine;;;;
32738;262400.7118291862;6250924.974022645;place_of_worship;Chapelle Sainte-Marie;;;;;;75056;Paris;patrimoine;;;;fr:Église mariavite
32739;260301.83849002438;6247512.650070345;monastery;Abbaye de Port-Royal;;;;;;75056;Paris;patrimoine;;;;fr:Abbaye de Port-Royal de Paris
32741;262779.1424381379;6255494.56431514;place_of_worship;Église Notre-Dame de Chaldée;;;;;;75056;Paris;patrimoine;;;;
32742;262785.2650101315;6255526.069432076;place_of_worship;Temple Sri Manicka Vinayakar;;;;;;75056;Paris;patrimoine;;;;
32743;261446.44775825893;6250767.4675028;memorial;Gérard de Nerval;;;;;;75056;Paris;patrimoine;;;;fr:Gérard de Nerval
32744;262295.9490564006;6248315.843065631;monument;Théodore Monod;;;;;;75056;Paris;patrimoine;;;;
32745;262297.8748835913;6248293.0250889715;memorial;Daubenton;;;;;;75056;Paris;patrimoine;;;;
32746;262531.7126059517;6248136.633109297;yes;Souche d'arbre;;;;;;75056;Paris;patrimoine;;;;
32748;267827.62606095086;6250964.769881484;fountain;Fontaine, Place des Grès;;;;;;75056;Paris;patrimoine;;;;
32750;260215.46569711785;6254253.582824387;fountain;Fontaine Gavarni;;;;;;75056;Paris;patrimoine;;;;fr:Monument à Gavarni
32753;256507.86986870616;6248921.396099795;place_of_worship;Chapelle Orthodoxe;;;;;;75056;Paris;patrimoine;;;;
32754;260133.00021833822;6247940.428349362;fountain;Fontaine des Quatre-Parties-du-Monde;;;;;;75056;Paris;patrimoine;;;;
32760;263186.5049827468;6245139.897778545;place_of_worship;Autel de culte du Bouddha;;;;;;75056;Paris;patrimoine;;;;
32762;266404.9518366637;6250286.523085349;place_of_worship;Centre Évangélique Philadelphia;;;;;;75056;Paris;patrimoine;;;;
32763;266700.2713137892;6247688.819309153;fountain;Fontaine du Château d'eau;;;;;;75056;Paris;patrimoine;;;;fr:Fontaine du Château d'eau (Gabriel Davioud)
32765;260852.10186496458;6249549.526134285;archaeological_site;Thermes de Cluny;;;;;;75056;Paris;patrimoine;;;;fr:Thermes de Cluny
32766;260239.37712374027;6253997.1314817015;place_of_worship;Synagogue Saint-Lazare;;;;;;75056;Paris;patrimoine;;;;
32772;265668.0724673577;6248329.949984817;place_of_worship;Synagogue Chivté Israël;;;;;;75056;Paris;patrimoine;;;;
32774;254810.25876605784;6250303.357201457;memorial;Général Diego Brosset;;;;;;75056;Paris;patrimoine;;;;
32775;259807.51315920777;6250173.8791774865;monument;Guillaume Apollinaire;;;;;;75056;Paris;patrimoine;;;;
32776;260301.0703855379;6254215.108703509;place_of_worship;Église Orthodoxe Grecque;;;;;;75056;Paris;patrimoine;;;;
32777;272195.21288637776;6246724.787448063;monument;Pyramide;;;;;;75056;Paris;patrimoine;;;;fr:Pyramide du bois de Vincennes
32782;261304.39295605765;6251197.000720873;memorial;En ce lieu le roi Henri 4 fut assassine par Ravaillac le 14 mai 1610;;;;;;75056;Paris;patrimoine;;;;
32783;259377.64181356045;6255008.425258749;memorial;Edouard Vuillard ( 1868 - 1940 );;;;;;75056;Paris;patrimoine;;;;
32784;259224.76675685405;6255004.853424144;memorial;Émile Zola (1840 - 1902);;;;;;75056;Paris;patrimoine;;;;
32785;259540.66920782722;6254917.657114144;memorial;Hector Berlioz (1803-1869);;;;;;75056;Paris;patrimoine;;;;
32786;258262.799377164;6253733.596084914;monument;Cercle National des Armées;;;;;;75056;Paris;patrimoine;;;;
32787;258830.30614122812;6250241.181109893;fountain;Fontaine des Quatre Saisons;;;;;;75056;Paris;patrimoine;;;;
32788;266181.41116720176;6251743.178609909;memorial;Aux victimes des Révolutions;;;;;;75056;Paris;patrimoine;;;;
32790;262892.8886938304;6253695.175103298;yes;Fontaine;;;;;;75056;Paris;patrimoine;;;;fr:Fontaine du jardin Villemin
32792;250123.6080161193;6252892.334949989;ruins;Ruines de l'abbaye de Longchamp;;;;;;75056;Paris;patrimoine;;;;
32793;262290.950811264;6250290.465141697;memorial;Mur des Justes;;;;;;75056;Paris;patrimoine;;;;
32794;260788.24900504557;6253570.587383773;place_of_worship;Synagogue Cadet;;;;;;75056;Paris;patrimoine;;;;
32796;263542.86093667423;6252594.293401796;memorial;La Grisette de 1830;;;;;;75056;Paris;patrimoine;;;;
32797;252434.08857533004;6251624.525160876;monument;Francisco de Paula Santander;;;;;;75056;Paris;patrimoine;;;;
32798;255249.62566426978;6249812.576084646;place_of_worship;Adath Shalom;;;;;;75056;Paris;patrimoine;;;;
32799;257607.69530579462;6256386.368649753;monument;Monument aux enfants déportés;;;;;;75056;Paris;patrimoine;;;;
32800;260537.76901881164;6251098.405472983;battlefield;Camp de César;;;;;;75056;Paris;patrimoine;;;;
32801;267622.5532950115;6249830.221312274;fountain;Fontaine Wallace;;;;;;75056;Paris;patrimoine;;;;
32802;259555.75299882967;6257201.460706835;place_of_worship;Église évangélique du Tabernacle;;;;;;75056;Paris;patrimoine;;;;
32829;260615.45889143625;6249049.450932869;ruins;Forum de Lutèce;;;;;;75056;Paris;patrimoine;;;;
32831;265067.45928673167;6246588.0584207205;memorial;"Groupe de bombardement F.A.F.L ""Lorraine""";;;;;;75056;Paris;patrimoine;;;;
32832;265204.2820728657;6248723.024885331;place_of_worship;Calvary Chapel;;;;;;75056;Paris;patrimoine;;;;
32833;260755.0090050947;6251373.855755994;fountain;Fontaine de la Croix du Trahoir;;;;;;75056;Paris;patrimoine;;;;fr:Fontaine de la Croix du Trahoir
32834;265824.7991784455;6251611.292663068;place_of_worship;Espace Boudhiste Tibétain;;;;;;75056;Paris;patrimoine;;;;
32835;259739.28544330056;6249594.289218723;fountain;Fontaine des Quatre Évêques;;;;;;75056;Paris;patrimoine;;;;fr:Fontaine Saint-Sulpice
32838;260220.44167835632;6252488.472644326;fountain;Fontaine Louvois;;;;;;75056;Paris;patrimoine;;;;
32840;258561.6365501985;6251956.156583377;memorial;Monument du Jacques Charles et Marie-Noël Robert;;;;;;75056;Paris;patrimoine;;;;
32841;262587.9957404967;6250627.357010345;place_of_worship;Synagogue Beit Yossef;;;;;;75056;Paris;patrimoine;;;;
32842;262628.2822642148;6250647.914074333;place_of_worship;Synagogue;;;;;;75056;Paris;patrimoine;;;;
32843;259107.14658288186;6245679.597844042;place_of_worship;Église Protestante - Paris Alésia;;;;;;75056;Paris;patrimoine;;;;
32845;259308.10052766185;6245083.457667979;place_of_worship;Église Baptiste du Centre;;;;;;75056;Paris;patrimoine;;;;
32848;267050.03715386166;6254788.345505709;memorial;Monument aux victimes de l'Afrique-du-Nord;;;;;;75056;Paris;patrimoine;;;;
32849;260935.09054535098;6250128.402458037;memorial;Les Coches d'Eau;;;;;;75056;Paris;patrimoine;;;;
32850;258100.996497296;6251544.1152117755;monument;Thémis;;;;;;75056;Paris;patrimoine;;;;
32851;258155.93266600242;6251517.176695863;monument;Athéna;;;;;;75056;Paris;patrimoine;;;;
32852;258108.9001811423;6251559.919632229;monument;Henri-François d'Aguesseau - L'unificateur;;;;;;75056;Paris;patrimoine;;;;
32853;258094.53996682997;6251566.823499675;monument;Jean-Baptiste Colbert - L'organisateur;;;;;;75056;Paris;patrimoine;;;;
32854;258177.82920984144;6251526.246437874;monument;Maximilien de Sully - Le réformateur;;;;;;75056;Paris;patrimoine;;;;
32855;258164.00332908498;6251533.285647348;monument;Michel de L'Hospital - Le conciliateur;;;;;;75056;Paris;patrimoine;;;;
32856;262015.6465785831;6252332.003178303;fountain;Mercure et la Musique;;;;;;75056;Paris;patrimoine;;;;
32857;262033.41316931378;6252371.568729502;fountain;L'Agriculture et l'Industrie;;;;;;75056;Paris;patrimoine;;;;
32858;258396.53861340304;6257022.689094711;place_of_worship;Salle du Royaume des Témoins de Jéhovah de Paris Clichy;;;;;;75056;Paris;patrimoine;;;;
32859;260658.30576344256;6255538.021430815;memorial;Chevalier de La Barre;;;;;;75056;Paris;patrimoine;;;;
32861;264424.1996091827;6254424.628051848;place_of_worship;Ohaley Yaakov;;;;;;75056;Paris;patrimoine;;;;
32862;265621.45186461345;6250317.788887419;fountain;Drinking Water;;;;;;75056;Paris;patrimoine;;;;
32866;261383.98639197482;6251867.502539745;castle;Tour de Jean-sans-Peur;;;;;;75056;Paris;patrimoine;;;;fr:Tour Jean-sans-Peur
32867;254591.58275834355;6255703.590514709;place_of_worship;Chapelle Saint-Martin de Porrès;;;;;;75056;Paris;patrimoine;;;;
32868;263093.2526453092;6257160.484118195;place_of_worship;Chapelle catholique des 4 Évangélistes;;;;;;75056;Paris;patrimoine;;;;
32869;263942.55356836744;6257195.822181009;wayside_cross;Croix de l'Évangile;;;;;;75056;Paris;patrimoine;;;;fr:Croix de l'Évangile
32870;254854.51939559722;6250025.674695914;monument;Mémorial du Vel d'Hiv;;;;;;75056;Paris;patrimoine;;;;
32871;261057.33047819108;6249981.789071949;memorial;Jean-Albert Vouillard 1944;;;;;;75056;Paris;patrimoine;;;;
32872;267650.42769550614;6247518.349804987;place_of_worship;Synagogue Beth-El Nevé chalom;;;;;;75056;Paris;patrimoine;;;;
32873;266917.7005432066;6248083.200690372;place_of_worship;Synagogue. Oratoire de la fondation Rothschild;;;;;;75056;Paris;patrimoine;;;;
32874;264847.08009080816;6250389.473956954;place_of_worship;Synagogue Etz Haim-Beit Hamidrach;;;;;;75056;Paris;patrimoine;;;;
32875;258466.5808370101;6249252.735612625;place_of_worship;Chapelle Saint-Vincent de Paul;;;;;;75056;Paris;patrimoine;;;;
32879;257149.74918456926;6248920.78712503;fountain;Fontaine du puits de Grenelle;;;;;;75056;Paris;patrimoine;;;;
32883;255397.26870490893;6255378.939339892;place_of_worship;Chapelle des Franciscaines;;;;;;75056;Paris;patrimoine;;;;
32886;260977.29176431068;6252595.78265266;place_of_worship;Centre Saint-Paul;;;;;;75056;Paris;patrimoine;;;;
32887;256801.8646438912;6256268.69981514;place_of_worship;Chapelle Notre-Dame de la Confiance;;;;;;75056;Paris;patrimoine;;;;
32904;266357.7189767202;6251599.075464789;memorial;Monument aux travailleurs municipaux;;;;;;75056;Paris;patrimoine;;;;
32984;254786.59224231515;6254724.18980517;place_of_worship;Église protestante évangélique des Ternes;;;;;;75056;Paris;patrimoine;;;;
32985;261753.32219852877;6248163.611619178;place_of_worship;Église Adventiste du 7e Jour;;;;;;75056;Paris;patrimoine;;;;
33028;261833.99543350664;6250670.924509656;memorial;Hôtel de Ville;;;;;;75056;Paris;patrimoine;;;;
33059;265674.60692146723;6255192.723812182;place_of_worship;Église Sainte-Colette des Buttes-Chaumont;;;;;;75056;Paris;patrimoine;;;;
33152;267171.7872809423;6251162.973640157;memorial;Bergen-Belsen;;;;;;75056;Paris;patrimoine;;;;
33153;267179.35700631625;6251149.437295985;memorial;Convoi 73;;;;;;75056;Paris;patrimoine;;;;
33154;267161.9911657525;6251177.863643739;memorial;Dachau;;;;;;75056;Paris;patrimoine;;;;
33155;267061.3917419226;6251038.304728272;memorial;Flossenbürg;;;;;;75056;Paris;patrimoine;;;;
33157;267148.4101878757;6251190.046393422;memorial;Natzweiler-Struthof;;;;;;75056;Paris;patrimoine;;;;
33169;266911.299672486;6251589.041130897;memorial;Morts pour la France en Afrique du Nord de 1952 à 1962;;;;;;75056;Paris;patrimoine;;;;
33170;259734.89945536325;6249593.747864818;memorial;Fléchier;;;;;;75056;Paris;patrimoine;;;;
33171;259738.04979695275;6249598.9414802985;memorial;Bossuet;;;;;;75056;Paris;patrimoine;;;;
33172;259743.82727852496;6249595.1689188965;memorial;Fénelon;;;;;;75056;Paris;patrimoine;;;;
33173;259739.7418532128;6249589.890719218;memorial;Massillon;;;;;;75056;Paris;patrimoine;;;;
33174;254959.3712239754;6255187.272837534;place_of_worship;Centre Rambam;;;;;;75056;Paris;patrimoine;;;;
33175;254936.77336734437;6255082.824715437;place_of_worship;Beth Hamidrach Lamed;;;;;;75056;Paris;patrimoine;;;;
33176;256408.30571614066;6254794.879596417;place_of_worship;Foyer Culturel Myriam Zana;;;;;;75056;Paris;patrimoine;;;;
33177;262791.93304763;6255813.853194785;place_of_worship;Abdoulmajid;;;;;;75056;Paris;patrimoine;;;;
33178;263809.604700513;6255783.345857838;place_of_worship;Mosquée A Daawa;;;;;;75056;Paris;patrimoine;;;;
33179;252815.91442875096;6249216.669438431;place_of_worship;Eglise grecque catholique russe de la Trinité;;;;;;75056;Paris;patrimoine;;;;
33187;267062.6941799649;6251358.57622861;memorial;Vol 604 Flash Airlines;;;;;;75056;Paris;patrimoine;;;;fr:Vol 604 Flash Airlines
33188;267073.4921705718;6251351.469481085;memorial;Vol 708 West Caribbean;;;;;;75056;Paris;patrimoine;;;;fr:Vol 708 West Caribbean
33191;255422.72747245335;6255745.677405371;place_of_worship;Beth Habad;;;;;;75056;Paris;patrimoine;;;;
33195;259241.78750699633;6249560.082486625;place_of_worship;Chapelle de l'Institut Saint-Pie X;;;;;;75056;Paris;patrimoine;;;;
33196;250937.9880149156;6252256.037161275;wayside_cross;Croix Catelan;;;;;;75056;Paris;patrimoine;;;;
33197;260850.0981141303;6252694.852270064;memorial;Plaque commémorative de l'assassinat de Jean Jaurès;;;;;;75056;Paris;patrimoine;;;;fr:Assassinat de Jean Jaurès
33201;261698.764516091;6248750.631140872;place_of_worship;Chapelle Saint-André;;;;;;75056;Paris;patrimoine;;;;
33202;256431.7050731054;6249909.819847774;place_of_worship;Chapelle Saint-Louis;;;;;;75056;Paris;patrimoine;;;;
33203;260506.31013071348;6255211.108181151;place_of_worship;Crypte du Martyrium de Saint-Denis;;;;;;75056;Paris;patrimoine;;;;
33204;261296.5671958549;6248797.3183954535;place_of_worship;Chapelle;;;;;;75056;Paris;patrimoine;;;;
33208;265846.81817372446;6251514.926183023;monument;Yılmaz Güney;;;;;;75056;Paris;patrimoine;;;;
33209;260382.25569017345;6248819.3257738715;memorial;Hommage aux esclaves des colonies françaises;;;;;;75056;Paris;patrimoine;;;;
33210;260247.89306478598;6244337.614426719;memorial;Paul Appell;;;;;;75056;Paris;patrimoine;;;;
33211;260252.6130111956;6244350.040946358;memorial;Émile Deutsch de la Meurthe;;;;;;75056;Paris;patrimoine;;;;
33213;265200.51947407686;6256514.147005048;memorial;Serge Grivillers;;;;;;75056;Paris;patrimoine;;;;
33214;257005.54591619567;6252128.289207426;place_of_worship;Communauté assomptionniste Saint-Vincent-de-Paul;;;;;;75056;Paris;patrimoine;;;;fr:Adveniat Paris
33216;267213.82152066584;6252017.634536349;memorial;Au docteur Métivier;;;;;;75056;Paris;patrimoine;;;;
33217;267214.4226459161;6252049.042107622;memorial;Aux enfants déportés du XXe arrondissement;;;;;;75056;Paris;patrimoine;;;;
33218;260329.6683627227;6244317.038855364;memorial;André Honnorat;;;;;;75056;Paris;patrimoine;;;;
33219;266876.6904427984;6251647.301350042;memorial;Aux victimes du génocide des Tutsi;;;;;;75056;Paris;patrimoine;;;;
33221;265371.7177189678;6255332.300430085;place_of_worship;Salle de Prière La Villette;;;;;;75056;Paris;patrimoine;;;;
33222;266468.3594186196;6250984.634040849;memorial;Victimes de juin;;;;;;75056;Paris;patrimoine;;;;
33223;264859.18051945744;6248480.053119497;memorial;Plaque commémorative en souvenir des Chinois morts pour la France entre 1916 et 1918.;;;;;;75056;Paris;patrimoine;;;;
33231;274763.68749745097;6246928.134735611;memorial;Aux Cambodgiens et Laotiens morts pour la France;;;;;;75056;Paris;patrimoine;;;;
33232;274837.89307001367;6246799.739905621;memorial;Souvenirs des soldats de Magadascar;;;;;;75056;Paris;patrimoine;;;;
33235;262796.4526189563;6250137.030834695;monument;Tour Montgomery;;;;;;75056;Paris;patrimoine;;;;
33244;268892.7532127591;6248953.451916659;battlefield;Prise d'Otage 9 janvier 2015;;;;;;75056;Paris;patrimoine;;;;
33245;259086.14059496915;6248721.062679414;place_of_worship;Notre-Dame sous Terre;;;;;;75056;Paris;patrimoine;;;;
33246;259113.2580229264;6248664.497214619;monument;Statue du Chevalier Bayard;;;;;;75056;Paris;patrimoine;;;;
33247;259041.23431238317;6248442.670864074;memorial;Monument aux Morts;;;;;;75056;Paris;patrimoine;;;;
33254;259312.97632135864;6248169.396364143;monument;Monument à Balzac;;;;;;75056;Paris;patrimoine;;;;en:Monument to Balzac
33255;264546.1612432958;6245753.120646194;place_of_worship;Masjid Alrahmen;;;;;;75056;Paris;patrimoine;;;;
33256;264958.0210953328;6251057.187686563;place_of_worship;Association Islamique en France;;;;;;75056;Paris;patrimoine;;;;
33257;261060.93722969276;6249334.341819363;memorial;Dante;;;;;;75056;Paris;patrimoine;;;;
33261;253921.51734741157;6247587.203579117;fountain;Le Paon;;;;;;75056;Paris;patrimoine;;;;
33262;261158.7314023546;6248427.261303624;place_of_worship;Chapelle Saint-Patrick;;;;;;75056;Paris;patrimoine;;;;
33263;261683.8031765284;6248751.189356526;monument;Collège des Ecossais;;;;;;75056;Paris;patrimoine;;;;
33270;265027.4510617405;6249995.594239863;place_of_worship;Sfânta Genoveva și Sfântul Martin;;;;;;75056;Paris;patrimoine;;;;
33271;259921.77148455795;6254788.836408724;place_of_worship;"Parohia Ortodoxă Română ""Sfântul Ioan Casian"" și ""Sfânta Genoveva"" Paris 4";;;;;;75056;Paris;patrimoine;;;;
33272;255421.39163856386;6250924.85558287;memorial;Gustave Eiffel;;;;;;75056;Paris;patrimoine;;;;
33274;261220.7252267775;6248787.744104153;memorial;La Convention Nationale;;;;;;75056;Paris;patrimoine;;;;
33276;261155.73690805235;6248827.36076488;memorial;Monument à Denis Diderot;;;;;;75056;Paris;patrimoine;;;;
33281;261144.07062541723;6248792.17601857;memorial;Pantheon;;;;;;75056;Paris;patrimoine;;;;
33312;255474.68027880657;6253501.075646328;memorial;La Paix de 1815;;;;;;75056;Paris;patrimoine;;;;
33313;255454.3756036859;6253458.221360611;memorial;La Resistance;;;;;;75056;Paris;patrimoine;;;;
33314;255510.31364780953;6253484.539823966;memorial;Le Départ des volontaires de 1792;;;;;;75056;Paris;patrimoine;;;;
33315;255490.50991039735;6253441.4655969925;memorial;Le Triomphe de 1810;;;;;;75056;Paris;patrimoine;;;;
33319;257215.37202439187;6245835.961384743;memorial;Sacré-Cœur de Jésus;;;;;;75056;Paris;patrimoine;;;;
33324;260125.10766644098;6244549.341141393;monument;Mire de l'Observatoire;;;;;;75056;Paris;patrimoine;;;;fr:Mire du Sud
33325;254681.32853182103;6250422.3305215575;memorial;La France Renaissante;;;;;;75056;Paris;patrimoine;;;;
33326;260337.5609146199;6250225.2607201375;citywalls;Enceinte de Philippe-Auguste;;;;;;75056;Paris;patrimoine;;;;fr:Enceinte de Philippe Auguste
33331;264588.2066149684;6245162.825624069;place_of_worship;Témoins de Jéhovah;;;;;;75056;Paris;patrimoine;;;;
33332;257126.7505777714;6250086.106621165;monument;Maréchal Hubert Lyautey;;;;;;75056;Paris;patrimoine;;;;
33334;249362.53892146383;6252499.151122304;monument;Vol de Santos-Dumont;;;;;;75056;Paris;patrimoine;;;;
33335;260232.98738496873;6245420.0918019675;ruins;Aqueduc de Lutèce;;;;;;75056;Paris;patrimoine;;;;
33337;255244.6719469295;6249567.238482939;memorial;Hommage à Henri François Paquin et Raymon Berth;;;;;;75056;Paris;patrimoine;;;;
33338;257898.71785057551;6251593.474511357;monument;Aristide Briand;;;;;;75056;Paris;patrimoine;;;;
33339;260095.21838316295;6248820.6959507475;memorial;Hommage à Arago;;;;;;75056;Paris;patrimoine;;;;fr:Hommage à Arago
33345;265886.03603033087;6249473.974163256;place_of_worship;Mission Catholique Italienne;;;;;;75056;Paris;patrimoine;;;;
33346;260303.5862060298;6246114.859418278;monument;Le plancher de Jeannot;;;;;;75056;Paris;patrimoine;;;;
33347;272716.73356879514;6244529.424436712;memorial;Ourasi 1980-2013;;;;;;75056;Paris;patrimoine;;;;fr:Ourasi
33348;252385.88723581648;6251738.643621537;monument;1er Vol humain en Montgolfière;;;;;;75056;Paris;patrimoine;;;;
33350;262366.45882186905;6250430.976116634;building;Maison à colombages;;;;;;75056;Paris;patrimoine;;;;
33351;261740.91007530532;6248423.20170949;memorial;Charlotte Delbo;;;;;;75056;Paris;patrimoine;;;;
33353;264665.09498725936;6248534.621359569;place_of_worship;Chapelle de l'Agneau de Dieu;;;;;;75056;Paris;patrimoine;;;;
33354;265590.9280602379;6249536.956648568;monument;Folie Titon;;;;;;75056;Paris;patrimoine;;;;fr:Folie Titon
33355;263437.9757124488;6250357.564974521;place_of_worship;Synagogue Charles Liché;;;;;;75056;Paris;patrimoine;;;;fr:Synagogue Charles Liché
33358;261947.58584191217;6251034.006999917;place_of_worship;Église de Jésus-Christ des Saints des Derniers Jours;;;;;;75056;Paris;patrimoine;;;;
33361;262730.1284663416;6255692.992641993;place_of_worship;temple de Muthumariamman;;;;;;75056;Paris;patrimoine;;;;
33362;261151.01696164272;6257039.67206624;place_of_worship;Chapelle Saint-Jean-XXIII;;;;;;75056;Paris;patrimoine;;;;
33373;256549.54788605915;6253885.876906215;place_of_worship;Synagogue Élie Dray;;;;;;75056;Paris;patrimoine;;;;
33374;260538.5148593999;6254056.897779216;place_of_worship;Temple Milton;;;;;;75056;Paris;patrimoine;;;;
33380;263895.32070842385;6247617.918191896;fountain;Danse de la Fontaine Émergente;;;;;;75056;Paris;patrimoine;;;;en:La Danse de la fontaine émergente
33383;249834.55582632552;6251435.143351037;memorial;Monument aux fusillés;;;;;;75056;Paris;patrimoine;;;;
33384;258782.19385730723;6252032.407587412;monument;La Foule;;;;;;75056;Paris;patrimoine;;;;
33385;265229.5738611739;6250095.360932224;memorial;Plaque aux victimes des attentats du 13 novembre 2015;;;;;;75056;Paris;patrimoine;;;;
33386;258669.85022719865;6257265.787578101;place_of_worship;Chapelle Saint-Joseph des Épinettes;;;;;;75056;Paris;patrimoine;;;;
33389;253088.29095882387;6252240.417590196;place_of_worship;Synagogue Ohel Abraham;;;;;;75056;Paris;patrimoine;;;;
33390;260296.6955295497;6250673.157878761;monument;Nicolas de Condorcet;;;;;;75056;Paris;patrimoine;;;;
33391;260033.39153797636;6250758.753885683;monument;La République;;;;;;75056;Paris;patrimoine;;;;
33394;261032.20566911908;6249290.984194977;monument;Henri de Monantheuil sculpture;;;;;;75056;Paris;patrimoine;;;;
33395;261094.1549657455;6249265.304676578;monument;Champollion statue;;;;;;75056;Paris;patrimoine;;;;
33396;261133.21697506483;6248892.249939937;monument;Pierre Corneille;;;;;;75056;Paris;patrimoine;;;;
33402;261255.82426222455;6250077.698233959;memorial;Tenez bon, nous arrivons;;;;;;75056;Paris;patrimoine;;;;
33405;260806.7169085682;6249362.575990609;monument;La Filmothèque du Quartier Latin;;;;;;75056;Paris;patrimoine;;;;fr:Filmothèque du quartier latin
33407;265547.21289620345;6257612.253503965;memorial;Plaque Suzanne Masson;;;;;;75056;Paris;patrimoine;;;;
33408;260480.37268935857;6248028.466216241;place_of_worship;Crypte Notre-Dame des Champs;;;;;;75056;Paris;patrimoine;;;;
33413;253775.17674481476;6249451.745162591;monument;Statue de la Liberté (maquette répliquée);;;;;;75056;Paris;patrimoine;;;;fr:Répliques de la statue de la Liberté#France
33419;256157.6142228742;6250330.7655826695;monument;Monument des Droits de l'Homme;;;;;;75056;Paris;patrimoine;;;;
33426;252565.89085242926;6249022.554182486;monument;Monument d'Aguesseau;;;;;;75056;Paris;patrimoine;;;;
33427;262897.7533555781;6252480.501871591;monument;Agence d'Eve;;;;;;75056;Paris;patrimoine;;;;
33444;261723.1657484729;6254167.799146493;memorial;Hommage à F. Liszt;;;;;;75056;Paris;patrimoine;;;;
33446;264107.0837757599;6250228.55984202;place_of_worship;Église Évangélique;;;;;;75056;Paris;patrimoine;;;;
33449;255629.59248219448;6247339.511886877;yes;Petite Fontaine Wallace;;;;;;75056;Paris;patrimoine;;;;
33452;259795.4906542021;6252258.321716342;monument;Au Gagne Petit;;;;;;75056;Paris;patrimoine;;;;fr:Au gagne petit
33469;257342.6992579612;6254411.137273549;monument;Buste de Edouard Pailleron;;;;;;75056;Paris;patrimoine;;;;
